image_name,pred_shape,pred_color,pred_form,pred_imprint,top1_medicine,top1_score,top2_medicine,top2_score,top3_medicine,top3_score,true_label,true_medicine
317220250.jpg,OVAL,WHITE,C42998,IG200GEG50,Metformin Hydrochloride,1.65,Metformin Hydrochloride,1.65,Metformin Hydrochloride,1.65,250IG,Escitalopram
501110901.jpg,OVAL,BROWN,C42954,PARA00,Velphoro,1.5833333333333335,VALPROIC ACID,1.5,Isosorbide Dinitrate,1.4835164835164836,PA1000,Ethosuximide
317220207.jpg,ROUND,PINK,C42931,IG200,Fosinopril sodium,1.9924242424242427,CITALOPRAM HYDROBROMIDE,1.893939393939394,Escitalopram oxalate,1.893939393939394,207IG,Citalopram
000876073.jpg,OVAL,ORANGE,C42931,BMS6037,GLUCOVANCE,2.3083333333333336,GLUCOVANCE,1.925,GLUCOVANCE,1.925,BMS6073,GLUCOVANCE
428060502.jpg,CAPSULE,BLUE,C25158,505220,Nicardipine Hydrochloride,1.6833333333333336,Fenofibrate,1.6666666666666665,Cephalexin,1.6666666666666665,E501,Nicardipine Hydrochloride
002282837.jpg,ROUND,BLUE,C42998,GL257,Alprazolam,1.85,Alprazolam,1.85,glyburide,1.75,SAL75,Pilocarpine hydrochloride
003786173.jpg,ROUND,ORANGE,C42998,M713,Metolazone,2.238888888888889,Metolazone,2.238888888888889,Tolbutamide,2.0,M173,Metolazone
00603-2339-21_A512D296.jpg,ROUND,WHITE,C42998,2060AV,Alprazolam,1.8333333333333335,Acetaminophen And Codeine,1.8214285714285714,Acetaminophen And Codeine,1.8214285714285714,2065V4,Acetaminophen And Codeine
66213-0425-10_NLMIMAGE10_16398B7C.jpg,ROUND,WHITE,C42998,ANDAN007,Promethazine Hydrochloride,2.033333333333333,Prednisone,1.85,Trihexyphenidyl Hydrochloride,1.85,DDONNATAL,Donnatal
003780471.jpg,CAPSULE,ORANGE,C42931,M471,Fenoprofen Calcium,2.5,Potassium Chloride,1.8571428571428572,Fluvoxamine Maleate,1.75,M471,Fenoprofen Calcium
00002-4464-30_B8155C1A.jpg,OVAL,YELLOW,C42931,220,Cephalexin,2.0,VIIBRYD,1.9666666666666668,Pantoprazole Sodium,1.9666666666666668,C20,Cialis
534890677.jpg,ROUND,WHITE,C42931,AR787,Fenofibric Acid,2.2424242424242427,Ursodiol,1.7954545454545454,Hydroxyzine Hydrochloride,1.75,AR787,Fenofibric Acid
64125-0140-01_NLMIMAGE10_A745D3EE.jpg,ROUND,WHITE,C42998,EP104,Glycopyrrolate,2.35,BETHANECHOL CHLORIDE,2.1500000000000004,Lorazepam,2.143939393939394,EP140,Glycopyrrolate
00173-0595-00_10230838.jpg,CAPSULE,WHITE,C42931,GXCF3,COMBIVIR,2.1,COMBIVIR,2.1,AMERGE,1.893939393939394,GXFC3,COMBIVIR
000695800.jpg,CAPSULE,WHITE,C25158,PFIZERSTN275,Lyrica,2.1623076923076923,Lyrica,2.1623076923076923,Lyrica,2.0853846153846156,TKN125PFIZER,Tikosyn
605052653.jpg,ROUND,WHITE,C42998,APOTI50,Trazodone Hydrochloride,2.3214285714285716,Trazodone Hydrochloride,2.3214285714285716,cilostazol,2.0558823529411767,APOT50,Trazodone Hydrochloride
510790865.jpg,ROUND,WHITE,C42998,ML35,Chlorthalidone,2.107142857142857,Lamotrigine,2.0388888888888888,SPIRONOLACTONE,2.0166666666666666,ML53,Lamotrigine
00093743801.jpg,CAPSULE,BLUE,C25158,937384937384,Ramipril,2.238888888888889,Ramipril,2.238888888888889,Venlafaxine Hydrochloride,1.9388888888888889,937438937438,Ramipril
003786325.jpg,OVAL,BROWN,C42931,MV25,Valsartan and Hydrochlorothiazide,2.188888888888889,Diltiazem Hydrochloride,2.0,Valsartan and Hydrochlorothiazide,1.7666666666666666,MV25,Valsartan and Hydrochlorothiazide
49230-0640-21_C81C6413.jpg,CAPSULE,BLUE,C25158,6660,Gabapentin,1.75,Ropinirole Hydrochloride,1.6071428571428572,diltiazem hydrochloride,1.5714285714285714,PHOSLO667MG,PhosLo
646790925.jpg,ROUND,PINK,C42998,W925,ENALAPRIL MALEATE,2.188888888888889,Isosorbide Dinitrate,1.8166666666666664,CAPTOPRIL,1.7666666666666666,W925,ENALAPRIL MALEATE
00555-9012-58_NLMIMAGE10_762FBB3D.jpg,ROUND,YELLOW,C42998,B951,Nortrel 7/7/7,2.438888888888889,Bethanechol Chloride,2.107142857142857,Digoxin,1.8214285714285714,B951,Nortrel 7/7/7
136680103.jpg,ROUND,ORANGE,C42931,100,Meloxicam,2.25,NOXAFIL,2.0,Fluconazole,2.0,10,Donepezil Hydrochloride
00093-4233-01_322D1908.jpg,ROUND,YELLOW,C42998,Z3234,Methotrexate Sodium,1.95,Bumetanide,1.8942307692307692,Meloxicam,1.7380952380952381,1Z4233,Bumetanide
00781-2020-05_D812EC47.jpg,CAPSULE,BROWN,C25158,ANDROX250MG,Adoxa,1.7727272727272727,ACITRETIN,1.7601010101010102,SORIATANE,1.7601010101010102,AMOX250GG848,Amoxicillin
675440371.jpg,ROUND,ORANGE,C42998,2084V,Allopurinol,2.4924242424242427,Allopurinol,2.4924242424242427,Amlodipine Besylate,1.893939393939394,2084V,Allopurinol
005363757.jpg,CAPSULE,RED,C25158,P20,DOK EXTRA STRENGTH STOOL SOFTENER,2.25,KONSYL 100 Percent Natural Psyllium Fiber,2.107142857142857,EXTRA STRENGTH STOOL SOFTENER LAXATIVE,2.0,P20,EXTRA STRENGTH STOOL SOFTENER LAXATIVE
60505-2650-07_NLMIMAGE10_7B383D81.jpg,CAPSULE,BLUE,C25158,APOT6,Tizanidine Hydrochloride,2.2424242424242427,Tizanidine Hydrochloride,2.2424242424242427,Tizanidine Hydrochloride,1.893939393939394,APOT6,Tizanidine Hydrochloride
001870797.jpg,CAPSULE,BLUE,C25158,20MGICETC,"Butalbital, Acetaminophen, and Caffeine",1.665032679738562,Emtriva,1.5714285714285714,Zanaflex,1.5448717948717952,CARDIZEMCD240MG,Cardizem CD
50111043401.jpg,ROUND,WHITE,C42998,PLIVA434,Trazodone Hydrochloride,2.580065359477124,Trazodone Hydrochloride,2.580065359477124,Trazodone Hydrochloride,2.580065359477124,PLIVA434,Trazodone Hydrochloride
000251001.jpg,ROUND,YELLOW,C42931,AACROLUAATIN000,SEROQUEL,1.527777777777778,ZAFIRLUKAST,1.5266666666666668,ZAFIRLUKAST,1.5266666666666668,SEARLE1001ALDACTONE25,Aldactone
534890479.jpg,ROUND,YELLOW,C42931,MP116,SULINDAC,2.2424242424242427,Sulindac,2.2424242424242427,Thioridazine Hydrochloride,2.143939393939394,MP116,SULINDAC
000031611.jpg,ROUND,WHITE,C42931,11111MG,Risperidone,1.5357142857142856,FLAVOXATE HYDROCHLORIDE,1.5357142857142856,Finasteride,1.5357142857142856,BMS1611,BARACLUDE
604290566.jpg,ROUND,WHITE,C42998,WATSON411,Glipizide,2.3921052631578945,clomiphene citrate,2.1868421052631577,Lisinopril,2.1868421052631577,WATSON7441,Estazolam
65597-0101-30_35131A98.jpg,ROUND,YELLOW,C42931,SATAARIN200,Aldactone,1.5297619047619047,Aricept,1.4989177489177488,Synthroid,1.467948717948718,SANKYOC12,BENICAR
510790983.jpg,ROUND,YELLOW,C42998,LM25,Lisinopril,2.05,Lisinopril,2.05,Lisinopril,2.05,L25M,Lisinopril
00310-0142-11_NLMIMAGE10_0E47871C.jpg,ROUND,WHITE,C42998,SESTARELECT12,ZESTORETIC,1.9880952380952381,Lomotil,1.9248251748251746,Diphenoxylate Hydrochloride and Atropine Sulfate,1.9248251748251746,ZESTORETIC142,ZESTORETIC
675440629.jpg,OVAL,ORANGE,C42998,GG572,Alprazolam,2.35,Alprazolam,2.35,Methylprednisolone,1.9000000000000001,GG257,Alprazolam
540920172.jpg,CAPSULE,GREEN,C25158,AAMSTINEMACD100MG,Prozac,1.6543478260869566,Hydroxyzine Pamoate,1.6483957219251337,Hydroxyzine Pamoate,1.6483957219251337,SHIRE,Carbatrol
004562220.jpg,CAPSULE,WHITE,C25158,FL20,Linzess,1.9666666666666668,Fetzima,1.9388888888888889,omeprazole/sodium bicarbonate,1.9166666666666665,FL20,Fetzima
764390308.jpg,ROUND,WHITE,C42998,D1,Diclofenac Sodium and Misoprostol,1.9666666666666668,ARIMIDEX,1.9166666666666665,Metoprolol tartrate,1.9166666666666665,10,Hyoscyamine Sulfate
002282588.jpg,CAPSULE,PURPLE,C42902,R2588,Diltiazem Hydrochloride,1.9924242424242427,Diltiazem Hydrochloride,1.9924242424242427,Diltiazem Hydrochloride,1.9924242424242427,R2588,Diltiazem Hydrochloride
428650306.jpg,CAPSULE,YELLOW,C25158,APOTTE100,Zonisamide,1.9166666666666667,Celecoxib,1.8725490196078431,quetiapine fumarate,1.731578947368421,APTALIS10,ZENPEP
003781650.jpg,CAPSULE,WHITE,C25158,MYLAN6100,Doxepin Hydrochloride,2.1868421052631577,Doxepin Hydrochloride,2.1868421052631577,Nitrofurantoin (macrocrystals),2.1421052631578945,MYLAN1650,Nitrofurantoin (macrocrystals)
422910120.jpg,CAPSULE,RED,C25158,AAARAALANT00,Rifadin,1.434782608695652,ANTARA,1.3214285714285714,Acebutolol Hydrochloride,1.2878787878787878,AA820,Amoxicillin
005970030.jpg,OVAL,YELLOW,C42998,M15,Potassium Citrate,2.5,Mobic,2.357142857142857,UROCIT-K,2.25,M15,Mobic
604290946.jpg,ROUND,ORANGE,C42930,M334,Bupropion Hydrochloride,1.7888888888888888,Bupropion Hydrochloride,1.7888888888888888,Ondansetron,1.7666666666666666,M433,Bupropion Hydrochloride
681800280.jpg,ROUND,WHITE,C42931,LUC13,Ethambutol Hydrochloride,1.9090909090909092,Doxycycline Hyclate,1.7403846153846154,Hyoscyamine Sulfate,1.7000000000000002,LUC31,Ethambutol Hydrochloride
005550702.jpg,ROUND,PINK,C42931,B000000,Demeclocycline Hydrochloride,1.6944444444444444,Demeclocycline Hydrochloride,1.4583333333333335,GLUCOPHAGE,1.4429824561403508,B702300,Demeclocycline Hydrochloride
597623080.jpg,OVAL,WHITE,C42931,G0030,azithromycin,1.9772727272727273,azithromycin,1.7272727272727273,azithromycin,1.7272727272727273,G3080,azithromycin
003781355.jpg,ROUND,YELLOW,C42998,MYLANTH2,Triamterene and Hydrochlorothiazide,2.438888888888889,Triamterene and Hydrochlorothiazide,2.438888888888889,Triamterene and Hydrochlorothiazide,2.438888888888889,MYLANTH2,Triamterene and Hydrochlorothiazide
00781-1452-01_D720EBF7.jpg,ROUND,WHITE,C42998,GG771,Glipizide,2.75,Glipizide,2.75,Glipizide,2.35,GG771,Glipizide
62756-0185-88_BE085F22.jpg,OVAL,YELLOW,C42931,185,Oxcarbazepine,2.5,Meloxicam,1.9666666666666668,Oxcarbazepine,1.8333333333333335,185,Oxcarbazepine
13668-0136-05_NLMIMAGE10_02470138.jpg,ROUND,WHITE,C42931,101136,escitalopram oxalate,1.893939393939394,Olanzapine,1.8,Benztropine Mesylate,1.6666666666666665,1136,escitalopram oxalate
00603-2215-21_C803E41F.jpg,ROUND,ORANGE,C42931,2014V,Amitriptyline Hydrochloride,2.159090909090909,Allopurinol,1.893939393939394,Allopurinol,1.893939393939394,2104V,Amitriptyline Hydrochloride
00093009001.jpg,ROUND,WHITE,C42998,9339TETE,Carbidopa and Levodopa,1.5861244019138756,Diazepam,1.5539215686274512,Ketoconazole,1.5535714285714286,EPITOL9393,Epitol
64980-0178-02_NLMIMAGE10_9F3F4FEA.jpg,ROUND,WHITE,C42931,CN500,Chloroquine Phosphate,2.5,Ciprofloxacin,1.893939393939394,Lithostat,1.7380952380952381,CN500,Chloroquine Phosphate
627560142.jpg,OVAL,WHITE,C42927,124,Benazepril Hydrochloride and Hydrochlorothiazide,2.107142857142857,Bupropion Hydrochloride,2.0833333333333335,Bupropion Hydrochloride,2.0833333333333335,142,METFORMIN HYDROCHLORIDE
174780742.jpg,CAPSULE,BLUE,C25158,7272240MG,Vancomycin Hydrochloride,1.986842105263158,Ramipril,1.881578947368421,Ramipril,1.8045454545454547,742250MG,Vancomycin Hydrochloride
165710413.jpg,OVAL,WHITE,C42931,P50,Fluconazole,1.8571428571428572,Tranexamic Acid,1.85,Lysteda,1.85,P750,ciprofloxacin
433530927.jpg,ROUND,GREEN,C42998,TEVA2202,Pravastatin Sodium,2.3513071895424833,Pravastatin Sodium,2.3513071895424833,Pravastatin Sodium,2.3513071895424833,TEVA7202,Pravastatin Sodium
246580240.jpg,OVAL,WHITE,C42998,WW65,Lisinopril,2.75,Lisinopril,2.188888888888889,"Butalbital, Acetaminophen, and Caffeine",2.0166666666666666,WW65,Lisinopril
000780407.jpg,ROUND,ORANGE,C42931,CLE50,Stalevo,1.9090909090909092,Tribenzor,1.65,Ciprofloxacin,1.5454545454545454,LCE50,Stalevo
678570700.jpg,CAPSULE,BLUE,C25158,NONENTIN00MG,Cleocin Hydrochloride,1.793956043956044,Neurontin,1.735993208828523,Neurontin,1.735993208828523,RP700SECTRAL200,SECTRAL
005915730.jpg,ROUND,WHITE,C42998,ANDOOC100,Trazodone Hydrochloride,1.8937908496732025,Trazodone Hydrochloride,1.8937908496732025,cilostazol,1.8045454545454547,DAN5730,Bacolfen
00093718856.jpg,OVAL,BLUE,C42931,937818,Valacyclovir,1.9368131868131868,Triazolam,1.893939393939394,Clarithromycin,1.8406593406593408,718893,Fluoxetine
00172-4280-60_8F21C7EE.jpg,OVAL,WHITE,C42931,D030,ondansetron hydrochloride,1.8214285714285714,azithromycin,1.6833333333333336,Diltiazem Hydrochloride,1.6071428571428572,7300,Verapamil Hydrochloride
68180-0112-16_3A091D48.jpg,OVAL,BLUE,C42931,LUX00,Levetiracetam,1.9880952380952381,Levetiracetam,1.7380952380952381,Levetiracetam,1.7380952380952381,LUX01,Levetiracetam
004562614.jpg,CAPSULE,PURPLE,C42916,TIACOCTH220,TIAZAC,1.8668831168831168,TIAZAC,1.8668831168831168,TIAZAC,1.6807359307359309,TIAZAC240,TIAZAC
000930064.jpg,ROUND,YELLOW,C42931,9364,Rabeprazole Sodium,2.188888888888889,Rabeprazole Sodium,2.188888888888889,Prochlorperazine Maleate,2.0487012987012987,9364,Rabeprazole Sodium
431990020.jpg,OVAL,WHITE,C42998,CL20,Probenecid and Colchicine,2.238888888888889,Penicillin V Potassium,1.8214285714285714,Penicillin V Potassium,1.8214285714285714,VPUREX,Methenamine Hippurate
00378-1134-01_NLMIMAGE10_DC3EEE57.jpg,ROUND,WHITE,C42931,M314,Ketorolac Tromethamine,2.238888888888889,Spironolactone,2.0166666666666666,Spironolactone,2.0166666666666666,M134,Ketorolac Tromethamine
003781012.jpg,ROUND,WHITE,C42998,MHL1,Lovastatin,2.0166666666666666,Midodrine Hydrochloride,1.85,Lisinopril and Hydrochlorothiazide,1.8388888888888888,LH1M,Lisinopril and Hydrochlorothiazide
675440354.jpg,CAPSULE,ORANGE,C25158,RD6671,Gabapentin,2.216666666666667,Gabapentin,2.216666666666667,Gabapentin,2.216666666666667,R667,Gabapentin
003781005.jpg,ROUND,YELLOW,C42998,AZA,Azathioprine,1.75,Azathioprine,1.75,Zemplar,1.6071428571428572,AZ,Azathioprine
000244142.jpg,OVAL,WHITE,C42998,4142,Multaq,2.5,Zetia,2.357142857142857,Bupropion Hydrochloride,2.107142857142857,4142,Multaq
597621720.jpg,ROUND,WHITE,C42931,GMG50,Spironolactone,1.8166666666666664,Desipramine Hydrochloride,1.8166666666666664,Bicalutamide,1.7954545454545454,G50MG,Eplerenone
604290036.jpg,CAPSULE,RED,C25158,TEVA5314,Cephalexin,2.218954248366013,Cephalexin,2.218954248366013,Clindamycin Hydrochloride,2.122549019607843,TEVA3145,Cephalexin
001150671.jpg,ROUND,YELLOW,C42998,AMGIN25MG,Salsalate,1.6547619047619049,Salsalate,1.6166666666666667,Lamisil,1.6136363636363638,ZOMIG25,Zolmitriptan
002450057.jpg,OVAL,WHITE,C42927,KCMC0,KLOR-CON M,2.143939393939394,Klor-Con M,2.143939393939394,KLOR-CON M,2.143939393939394,KCM10,Klor-Con M
00555013809.jpg,ROUND,YELLOW,C42931,B4318,Galantamine,2.3257575757575757,Tri-Buffered Aspirin,1.7272727272727273,Desipramine Hydrochloride,1.65,B4138,Galantamine
00093745501.jpg,OVAL,PINK,C42931,937455,Glipizide and Metformin Hydrochloride,2.53021978021978,Glipizide and Metformin Hydrochloride,2.53021978021978,Glipizide and Metformin Hydrochloride,2.2335164835164836,937455,Glipizide and Metformin Hydrochloride
537460193.jpg,OVAL,BLUE,C42998,IP193,Naproxen Sodium,2.4924242424242427,Naproxen Sodium,2.4924242424242427,Naproxen Sodium,2.143939393939394,IP193,Naproxen Sodium
53489-0531-01_CD22E6D7.jpg,ROUND,WHITE,C42998,MP153,Atenolol and Chlorthalidone,2.4924242424242427,Atenolol and Chlorthalidone,2.4924242424242427,PROPAFENONE HYDROCHLORIDE,2.0757575757575757,MP153,Atenolol and Chlorthalidone
50111-0459-01_AA22D506.jpg,OVAL,WHITE,C42998,PAIVA594,Metronidazole,1.8937908496732025,Theophylline,1.8790849673202614,naratriptan,1.6704545454545454,PLIVA459,Theophylline
003780135.jpg,OVAL,WHITE,C42998,M315,VYTORIN,2.357142857142857,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,2.25,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,2.25,M135,Diltiazem Hydrochloride
433530725.jpg,ROUND,YELLOW,C42998,LACOODINXL,LANOXIN,1.6850649350649352,LANOXIN,1.6850649350649352,LANOXIN,1.6850649350649352,LANOXINY3B,LANOXIN
00555-0483-02_002B804C.jpg,ROUND,YELLOW,C42998,555585,Propranolol Hydrochloride,1.5842245989304815,Losartan Potassium and Hydrochlorothiazide,1.5833333333333335,Amiloride Hydrochloride and Hydrochlorothiazide,1.527777777777778,555483BARR,Amiloride Hydrochloride and Hydrochlorothiazide
683820315.jpg,OVAL,GRAY,C42927,ACHC,Divalproex Sodium,2.25,Depakote,2.25,Depakote,2.25,AHC,Divalproex Sodium
76439-0141-11_NLMIMAGE10_8440C236.jpg,ROUND,WHITE,C42931,12,Losartan Potassium,2.75,Fanapt,2.5,FANAPT,2.5,12,Losartan Potassium
51672-4031-01_29129484.jpg,OVAL,BLUE,C42998,UUCARINTIININ,Warfarin Sodium,1.3071428571428572,Warfarin Sodium,1.3071428571428572,Warfarin Sodium,1.3071428571428572,4WARFARINTARO,Warfarin Sodium
317220269.jpg,ROUND,PINK,C42931,IG269,Escitalopram oxalate,1.893939393939394,Moexipril Hydrochloride,1.75,Raloxifene Hydrochloride,1.7272727272727273,269IG,Quinapril
504580330.jpg,OVAL,YELLOW,C42998,SANDSONEG,RISPERDAL,1.581578947368421,Hydrocodone Bitartrate and Acetaminophen,1.4710526315789474,RISPERDAL,1.4175,R3JANSSEN,RISPERDAL
00186-0520-60_C41DE20F.jpg,OVAL,YELLOW,C42954,500020,Vimovo,2.166666666666667,VIMOVO,2.166666666666667,Levofloxacin,1.8392857142857144,50020,VIMOVO
548684865.jpg,OVAL,BLUE,C42931,EDECON50,SELZENTRY,1.5535714285714286,Sertraline Hydrochloride,1.4428104575163399,Stalevo,1.4083333333333332,PREMARIN045,Premarin
50419-0403-01_SPLIMAGE30_9A194D0A.jpg,ROUND,BROWN,C42931,44,Desipramine Hydrochloride,1.9666666666666668,Donepezil Hydrochloride,1.9666666666666668,hyoscyamine sulfate,1.7166666666666668,Y,Safyral
007811358.jpg,CAPSULE,WHITE,C42998,GG159,Clemastine Fumarate,2.4924242424242427,Methocarbamol,1.9500000000000002,Thiothixene,1.9000000000000001,GG159,Clemastine Fumarate
615700079.jpg,CAPSULE,PURPLE,C42902,TOOOMANT00MG,NEXIUM,1.4545454545454546,NEXIUM,1.4545454545454546,NEXIUM,1.4545454545454546,TIGANM079,TIGAN
003784122.jpg,ROUND,WHITE,C42998,M23,Furosemide,2.216666666666667,Furosemide,2.216666666666667,Diltiazem Hydrochloride,2.107142857142857,M22,Albuterol Sulfate
534890506.jpg,ROUND,WHITE,C42998,MP50,TOLMETIN SODIUM,2.438888888888889,Chlorothiazide,2.25,Lithostat,2.0487012987012987,MP50,TOLMETIN SODIUM
762820200.jpg,ROUND,WHITE,C42998,IG200,Fosinopril sodium,2.4924242424242427,Fosinopril sodium,2.143939393939394,Fosinopril sodium,2.143939393939394,IG200,Fosinopril sodium
